district,year,mean_start_day,start_date,mean_growing_period
Livingstone,2008,318.0,November 14,143.0
Livingstone,2009,310.0,November 06,156.44444444444446
Livingstone,2010,317.22222222222223,November 13,167.44444444444446
Livingstone,2011,65.22222222222223,March 06,54.11111111111112
Livingstone,2012,334.77777777777777,November 30,127.55555555555556
Livingstone,2013,353.1111111111111,December 19,87.55555555555556
Livingstone,2014,148.55555555555554,May 28,121.11111111111111
Livingstone,2015,323.0,November 19,140.33333333333334
Livingstone,2016,237.66666666666663,August 25,110.66666666666669
Livingstone,2017,331.77777777777777,November 27,141.0
Livingstone,2018,320.3333333333333,November 16,158.11111111111111
Livingstone,2019,5.0,January 05,90.66666666666669
Livingstone,2020,22.0,January 22,81.0
Livingstone,2021,322.0,November 18,148.55555555555554
Luampa,2000,312.6746031746032,November 08,166.5793650793651
Luampa,2001,300.6269841269841,October 27,183.984126984127
Luampa,2002,335.6746031746032,December 01,150.53968253968253
Luampa,2003,317.031746031746,November 13,165.57142857142858
Luampa,2004,319.2063492063492,November 15,162.03968253968253
Luampa,2005,313.1666666666667,November 09,166.9206349206349
Luampa,2006,312.6269841269841,November 08,158.87301587301587
Luampa,2007,304.85714285714283,October 31,171.0793650793651
Luampa,2008,316.23015873015873,November 12,157.82539682539684
Luampa,2009,312.8492063492063,November 08,183.81746031746036
Luampa,2010,314.8015873015873,November 10,176.73809523809524
Luampa,2011,337.6825396825397,December 03,110.91269841269842
Luampa,2012,309.36507936507934,November 05,168.0952380952381
Luampa,2013,298.0,October 25,166.46031746031747
Luampa,2014,307.0079365079365,November 03,166.3968253968254
Luampa,2015,323.3174603174603,November 19,143.9920634920635
Luampa,2016,323.36507936507934,November 19,159.84920634920636
Luampa,2017,329.968253968254,November 25,151.84920634920636
Luampa,2018,318.36507936507934,November 14,176.9126984126984
Luampa,2019,322.13492063492066,November 18,149.1984126984127
Luampa,2020,336.8015873015873,December 02,145.83333333333334
Luampa,2021,321.1984126984127,November 17,151.75396825396825
Luangwa,2000,334.0,November 30,156.04166666666666
Luangwa,2001,322.9583333333333,November 18,153.625
Luangwa,2002,346.5208333333333,December 12,77.66666666666667
Luangwa,2003,335.125,December 01,148.45833333333334
Luangwa,2004,331.3333333333333,November 27,151.85416666666666
Luangwa,2005,335.125,December 01,110.41666666666669
Luangwa,2006,344.0,December 10,132.625
Luangwa,2007,338.0833333333333,December 04,137.20833333333334
Luangwa,2008,334.1875,November 30,156.54166666666666
Luangwa,2009,319.1666666666667,November 15,157.79166666666666
Luangwa,2010,328.0,November 24,145.52083333333334
Luangwa,2011,350.0833333333333,December 16,107.66666666666669
Luangwa,2012,336.8541666666667,December 02,144.64583333333334
Luangwa,2013,337.375,December 03,127.85416666666669
Luangwa,2014,328.125,November 24,141.97916666666666
Luangwa,2015,323.6875,November 19,145.54166666666666
Luangwa,2016,329.1041666666667,November 25,149.8125
Luangwa,2017,331.9791666666667,November 27,149.22916666666666
Luangwa,2018,336.5833333333333,December 02,162.0
Luangwa,2019,3.0,January 03,112.27083333333331
Luangwa,2020,151.0,May 31,114.375
Luangwa,2021,326.3125,November 22,134.4375
Luano,2000,309.9145299145299,November 05,178.55555555555554
Luano,2001,323.12820512820514,November 19,159.7094017094017
Luano,2002,341.21367521367523,December 07,128.2991452991453
Luano,2003,334.4957264957265,November 30,154.0854700854701
Luano,2004,322.79487179487177,November 18,164.13675213675214
Luano,2005,335.0683760683761,December 01,118.58119658119658
Luano,2006,324.54700854700855,November 20,156.51282051282053
Luano,2007,318.2478632478632,November 14,149.8034188034188
Luano,2008,323.0940170940171,November 19,165.82051282051282
Luano,2009,315.3247863247863,November 11,163.42735042735043
Luano,2010,327.4188034188034,November 23,153.76068376068375
Luano,2011,348.7521367521368,December 14,120.35897435897436
Luano,2012,315.0,November 11,172.33333333333334
Luano,2013,321.3247863247863,November 17,150.43589743589743
Luano,2014,325.7521367521368,November 21,156.10256410256412
Luano,2015,323.1111111111111,November 19,153.03418803418805
Luano,2016,328.1709401709402,November 24,159.57264957264957
Luano,2017,330.3760683760684,November 26,157.75213675213675
Luano,2018,332.45299145299145,November 28,168.75213675213675
Luano,2019,262.5982905982906,September 19,140.03418803418805
Luano,2020,334.3162393162393,November 30,161.64102564102564
Luano,2021,324.7606837606838,November 20,143.54700854700857
Luanshya,2000,307.77777777777777,November 03,181.0
Luanshya,2001,299.8888888888889,October 26,187.0
Luanshya,2002,306.44444444444446,November 02,186.44444444444449
Luanshya,2003,328.3333333333333,November 24,162.22222222222223
Luanshya,2004,310.1111111111111,November 06,181.11111111111111
Luanshya,2005,313.0,November 09,172.88888888888889
Luanshya,2006,321.0,November 17,169.88888888888889
Luanshya,2007,302.0,October 29,177.66666666666666
Luanshya,2008,315.22222222222223,November 11,165.88888888888889
Luanshya,2009,297.77777777777777,October 24,207.11111111111111
Luanshya,2010,316.77777777777777,November 12,168.44444444444446
Luanshya,2011,338.77777777777777,December 04,148.55555555555554
Luanshya,2012,311.44444444444446,November 07,179.77777777777777
Luanshya,2013,298.0,October 25,192.55555555555557
Luanshya,2014,323.22222222222223,November 19,172.66666666666666
Luanshya,2015,323.0,November 19,165.22222222222223
Luanshya,2016,323.77777777777777,November 19,168.22222222222223
Luanshya,2017,328.0,November 24,165.0
Luanshya,2018,325.8888888888889,November 21,175.44444444444446
Luanshya,2019,344.0,December 10,154.88888888888889
Luanshya,2020,336.77777777777777,December 02,167.44444444444446
Luanshya,2021,322.0,November 18,162.77777777777777
Lufwanyama,2000,307.6356589147287,November 03,182.3798449612403
Lufwanyama,2001,299.7054263565892,October 26,188.68992248062017
Lufwanyama,2002,304.91472868217056,October 31,190.1782945736434
Lufwanyama,2003,321.31007751937983,November 17,170.8294573643411
Lufwanyama,2004,312.30232558139534,November 08,181.72093023255812
Lufwanyama,2005,312.4496124031008,November 08,175.4108527131783
Lufwanyama,2006,315.2248062015504,November 11,180.4186046511628
Lufwanyama,2007,305.29457364341084,November 01,179.0
Lufwanyama,2008,315.5891472868217,November 11,169.42635658914728
Lufwanyama,2009,298.0,October 25,207.43410852713177
Lufwanyama,2010,316.0,November 12,171.72868217054264
Lufwanyama,2011,337.1860465116279,December 03,150.2015503875969
Lufwanyama,2012,312.2480620155039,November 08,178.84496124031008
Lufwanyama,2013,298.0,October 25,192.8759689922481
Lufwanyama,2014,323.8992248062016,November 19,170.90697674418604
Lufwanyama,2015,323.4651162790698,November 19,166.27131782945736
Lufwanyama,2016,322.14728682170545,November 18,170.63565891472868
Lufwanyama,2017,327.7984496124031,November 23,165.19379844961242
Lufwanyama,2018,317.6744186046512,November 13,183.015503875969
Lufwanyama,2019,344.0,December 10,156.53488372093022
Lufwanyama,2020,336.09302325581393,December 02,170.11627906976744
Lufwanyama,2021,321.31007751937983,November 17,164.94573643410854
Lukulu,2000,309.22222222222223,November 05,178.5982905982906
Lukulu,2001,304.56410256410254,October 31,180.9059829059829
Lukulu,2002,311.3931623931624,November 07,174.05982905982907
Lukulu,2003,309.5811965811966,November 05,179.48717948717947
Lukulu,2004,317.0,November 13,172.7008547008547
Lukulu,2005,312.1880341880342,November 08,174.25641025641025
Lukulu,2006,307.9743589743589,November 03,174.4188034188034
Lukulu,2007,302.9230769230769,October 29,182.2991452991453
Lukulu,2008,314.017094017094,November 10,164.76923076923077
Lukulu,2009,309.4957264957265,November 05,190.5042735042735
Lukulu,2010,311.991452991453,November 07,186.04273504273505
Lukulu,2011,320.3247863247863,November 16,146.95726495726495
Lukulu,2012,312.7264957264957,November 08,166.5042735042735
Lukulu,2013,298.0,October 25,175.8034188034188
Lukulu,2014,308.3760683760684,November 04,179.72649572649573
Lukulu,2015,324.5128205128205,November 20,147.68376068376068
Lukulu,2016,322.1709401709402,November 18,165.6153846153846
Lukulu,2017,328.5299145299145,November 24,157.05982905982907
Lukulu,2018,317.1025641025641,November 13,179.66666666666666
Lukulu,2019,312.2735042735043,November 08,172.5897435897436
Lukulu,2020,320.3931623931624,November 16,179.73504273504273
Lukulu,2021,321.0,November 17,161.57264957264957
Lumezi,2000,309.71311475409834,November 05,179.15573770491804
Lumezi,2001,339.89344262295083,December 05,146.39344262295083
Lumezi,2002,346.92622950819674,December 12,143.11475409836066
Lumezi,2003,335.1803278688525,December 01,155.4016393442623
Lumezi,2004,332.3688524590164,November 28,162.172131147541
Lumezi,2005,334.11475409836066,November 30,136.22131147540983
Lumezi,2006,322.27868852459017,November 18,178.90983606557376
Lumezi,2007,338.38524590163934,December 04,143.4344262295082
Lumezi,2008,331.7704918032787,November 27,137.41803278688525
Lumezi,2009,316.89344262295083,November 12,173.29508196721312
Lumezi,2010,329.0,November 25,158.99180327868854
Lumezi,2011,351.0983606557377,December 17,137.7704918032787
Lumezi,2012,315.6065573770492,November 11,178.12295081967213
Lumezi,2013,335.9016393442623,December 01,150.0983606557377
Lumezi,2014,327.172131147541,November 23,164.8032786885246
Lumezi,2015,335.9918032786885,December 01,150.31967213114754
Lumezi,2016,330.9918032786885,November 26,161.13114754098362
Lumezi,2017,332.4508196721312,November 28,158.27868852459017
Lumezi,2018,332.9918032786885,November 28,165.04098360655738
Lumezi,2019,345.5245901639344,December 11,156.39344262295083
Lumezi,2020,339.8606557377049,December 05,158.7622950819672
Lumezi,2021,355.92622950819674,December 21,123.68032786885246
Lundazi,2000,308.7647058823529,November 04,178.35294117647058
Lundazi,2001,340.2352941176471,December 06,146.64705882352942
Lundazi,2002,347.7647058823529,December 13,147.76470588235293
Lundazi,2003,334.6470588235294,November 30,159.64705882352942
Lundazi,2004,324.94117647058823,November 20,182.2941176470588
Lundazi,2005,337.11764705882354,December 03,139.88235294117646
Lundazi,2006,323.6470588235294,November 19,176.76470588235293
Lundazi,2007,337.4117647058824,December 03,142.76470588235293
Lundazi,2008,331.1764705882353,November 27,139.8235294117647
Lundazi,2009,317.0,November 13,175.2941176470588
Lundazi,2010,329.0,November 25,161.41176470588235
Lundazi,2011,351.05882352941177,December 17,143.0
Lundazi,2012,317.0,November 13,183.35294117647055
Lundazi,2013,336.0,December 02,153.11764705882354
Lundazi,2014,327.47058823529414,November 23,169.58823529411765
Lundazi,2015,350.6470588235294,December 16,141.05882352941177
Lundazi,2016,331.0,November 27,165.88235294117646
Lundazi,2017,335.1764705882353,December 01,159.11764705882354
Lundazi,2018,334.5882352941176,November 30,166.1764705882353
Lundazi,2019,344.52941176470586,December 10,161.94117647058823
Lundazi,2020,341.0,December 07,161.7058823529412
Lundazi,2021,361.11764705882354,December 27,125.41176470588236
Lunga,2000,307.8837209302326,November 03,188.5813953488372
Lunga,2001,308.7906976744186,November 04,182.3953488372093
Lunga,2002,313.16279069767444,November 09,185.93023255813952
Lunga,2003,330.0,November 26,167.65116279069767
Lunga,2004,316.2325581395349,November 12,183.5581395348837
Lunga,2005,314.95348837209303,November 10,173.3720930232558
Lunga,2006,319.8837209302326,November 15,177.13953488372093
Lunga,2007,302.09302325581393,October 29,199.27906976744185
Lunga,2008,317.0,November 13,164.4418604651163
Lunga,2009,310.0232558139535,November 06,194.7906976744186
Lunga,2010,321.0232558139535,November 17,176.04651162790697
Lunga,2011,348.2558139534884,December 14,146.7674418604651
Lunga,2012,312.90697674418607,November 08,192.51162790697677
Lunga,2013,310.5348837209302,November 06,184.6046511627907
Lunga,2014,326.04651162790697,November 22,172.34883720930233
Lunga,2015,325.0,November 21,178.06976744186048
Lunga,2016,324.6744186046512,November 20,176.11627906976744
Lunga,2017,328.0,November 24,173.25581395348837
Lunga,2018,327.5348837209302,November 23,174.25581395348837
Lunga,2019,344.0,December 10,164.06976744186048
Lunga,2020,337.0,December 03,175.25581395348837
Lunga,2021,323.3953488372093,November 19,165.5581395348837
Lunte District,2000,306.2421052631579,November 02,191.6
Lunte District,2001,300.4315789473684,October 27,191.4
Lunte District,2002,309.3157894736842,November 05,186.41052631578947
Lunte District,2003,331.17894736842106,November 27,168.06315789473683
Lunte District,2004,306.5473684210526,November 02,197.6
Lunte District,2005,312.81052631578945,November 08,180.49473684210523
Lunte District,2006,309.9894736842105,November 05,225.5578947368421
Lunte District,2007,297.2315789473684,October 24,207.90526315789472
Lunte District,2008,305.14736842105265,November 01,196.34736842105264
Lunte District,2009,307.2526315789474,November 03,190.7684210526316
Lunte District,2010,312.05263157894734,November 08,182.62105263157892
Lunte District,2011,339.7578947368421,December 05,162.9578947368421
Lunte District,2012,311.4736842105263,November 07,204.23157894736843
Lunte District,2013,298.94736842105266,October 25,195.83157894736843
Lunte District,2014,327.1684210526316,November 23,169.73684210526315
Lunte District,2015,324.22105263157897,November 20,183.4
Lunte District,2016,322.5578947368421,November 18,189.31578947368425
Lunte District,2017,324.3052631578948,November 20,169.43157894736842
Lunte District,2018,302.7052631578948,October 29,198.05263157894737
Lunte District,2019,342.8315789473684,December 08,171.98947368421054
Lunte District,2020,333.4,November 29,179.7157894736842
Lunte District,2021,323.0,November 19,172.18947368421053
Lupososhi,2000,308.1304347826087,November 04,190.08695652173915
Lupososhi,2001,306.2608695652174,November 02,184.6304347826087
Lupososhi,2002,310.4130434782609,November 06,189.17391304347825
Lupososhi,2003,329.6304347826087,November 25,167.67391304347825
Lupososhi,2004,303.67391304347825,October 30,200.7826086956522
Lupososhi,2005,330.60869565217394,November 26,160.41304347826087
Lupososhi,2006,311.7826086956522,November 07,192.84782608695653
Lupososhi,2007,299.4130434782609,October 26,207.17391304347825
Lupososhi,2008,308.9782608695652,November 04,182.19565217391303
Lupososhi,2009,307.0652173913044,November 03,195.5217391304348
Lupososhi,2010,314.95652173913044,November 10,182.8695652173913
Lupososhi,2011,340.17391304347825,December 06,156.84782608695653
Lupososhi,2012,312.9782608695652,November 08,198.8913043478261
Lupososhi,2013,298.0434782608696,October 25,199.93478260869568
Lupososhi,2014,325.0,November 21,171.04347826086956
Lupososhi,2015,324.6521739130435,November 20,182.1086956521739
Lupososhi,2016,322.0,November 18,185.56521739130437
Lupososhi,2017,324.8478260869565,November 20,172.02173913043478
Lupososhi,2018,310.0434782608696,November 06,190.43478260869568
Lupososhi,2019,343.60869565217394,December 09,165.43478260869566
Lupososhi,2020,318.2608695652174,November 14,196.6304347826087
Lupososhi,2021,323.0,November 19,167.8913043478261
Lusaka,2000,309.0,November 05,174.25
Lusaka,2001,322.0,November 18,157.5
Lusaka,2002,347.0,December 13,104.0
Lusaka,2003,332.0,November 28,155.5
Lusaka,2004,328.0,November 24,154.0
Lusaka,2005,334.0,November 30,126.25
Lusaka,2006,322.0,November 18,154.5
Lusaka,2007,313.0,November 09,148.0
Lusaka,2008,323.0,November 19,154.75
Lusaka,2009,314.0,November 10,162.5
Lusaka,2010,328.0,November 24,151.5
Lusaka,2011,349.0,December 15,111.25
Lusaka,2012,308.0,November 04,178.0
Lusaka,2013,307.0,November 03,159.75
Lusaka,2014,325.0,November 21,149.75
Lusaka,2015,323.0,November 19,148.75
Lusaka,2016,328.0,November 24,148.0
Lusaka,2017,331.0,November 27,150.5
Lusaka,2018,332.0,November 28,173.0
Lusaka,2019,3.0,January 03,112.0
Lusaka,2020,330.0,November 26,172.0
Lusaka,2021,323.0,November 19,142.25
Luwingu,2000,306.7543859649123,November 02,185.1578947368421
Luwingu,2001,304.5263157894737,October 31,185.50877192982452
Luwingu,2002,311.17543859649123,November 07,182.17543859649123
Luwingu,2003,331.4035087719298,November 27,166.10526315789474
Luwingu,2004,307.87719298245617,November 03,193.140350877193
Luwingu,2005,329.2631578947368,November 25,160.31578947368422
Luwingu,2006,313.64912280701753,November 09,199.3859649122807
Luwingu,2007,299.2280701754386,October 26,202.859649122807
Luwingu,2008,312.87719298245617,November 08,173.17543859649123
Luwingu,2009,308.859649122807,November 04,186.94736842105263
Luwingu,2010,319.43859649122805,November 15,171.7017543859649
Luwingu,2011,342.50877192982455,December 08,153.9298245614035
Luwingu,2012,313.0175438596491,November 09,196.5438596491228
Luwingu,2013,302.3333333333333,October 29,190.3859649122807
Luwingu,2014,326.12280701754383,November 22,169.03508771929825
Luwingu,2015,324.859649122807,November 20,177.40350877192984
Luwingu,2016,323.0,November 19,180.42105263157896
Luwingu,2017,325.4035087719298,November 21,169.8421052631579
Luwingu,2018,316.70175438596493,November 12,182.57894736842104
Luwingu,2019,343.0701754385965,December 09,166.6140350877193
Luwingu,2020,331.4035087719298,November 27,178.12280701754386
Luwingu,2021,323.2280701754386,November 19,167.08771929824562
Mafinga,2000,308.82978723404256,November 04,198.10638297872345
Mafinga,2001,339.1276595744681,December 05,167.59574468085106
Mafinga,2002,317.8085106382979,November 13,194.08510638297872
Mafinga,2003,334.74468085106383,November 30,171.87234042553192
Mafinga,2004,331.1276595744681,November 27,189.48936170212767
Mafinga,2005,353.27659574468083,December 19,144.31914893617022
Mafinga,2006,322.8723404255319,November 18,191.61702127659572
Mafinga,2007,337.0851063829787,December 03,185.08510638297872
Mafinga,2008,330.3191489361702,November 26,167.95744680851064
Mafinga,2009,320.0851063829787,November 16,181.51063829787236
Mafinga,2010,332.7872340425532,November 28,177.74468085106383
Mafinga,2011,350.06382978723406,December 16,164.29787234042553
Mafinga,2012,324.48936170212767,November 20,199.4468085106383
Mafinga,2013,322.74468085106383,November 18,179.31914893617022
Mafinga,2014,328.8085106382979,November 24,186.5531914893617
Mafinga,2015,333.6170212765957,November 29,182.89361702127655
Mafinga,2016,330.3617021276596,November 26,193.8510638297872
Mafinga,2017,329.8510638297872,November 25,181.0212765957447
Mafinga,2018,337.6595744680851,December 03,182.10638297872345
Mafinga,2019,340.1276595744681,December 06,185.74468085106383
Mafinga,2020,340.6595744680851,December 06,182.93617021276597
Mafinga,2021,342.1489361702128,December 08,163.85106382978722
Mambwe,2000,311.53521126760563,November 07,181.7605633802817
Mambwe,2001,330.4225352112676,November 26,154.81690140845072
Mambwe,2002,338.63380281690144,December 04,140.50704225352112
Mambwe,2003,335.7887323943662,December 01,152.45070422535213
Mambwe,2004,327.88732394366195,November 23,171.0281690140845
Mambwe,2005,335.50704225352115,December 01,129.32394366197184
Mambwe,2006,321.80281690140845,November 17,180.53521126760563
Mambwe,2007,338.7323943661972,December 04,142.3661971830986
Mambwe,2008,328.6901408450704,November 24,144.18309859154928
Mambwe,2009,316.8169014084507,November 12,170.83098591549296
Mambwe,2010,327.7887323943662,November 23,158.5211267605634
Mambwe,2011,351.76056338028167,December 17,127.85915492957749
Mambwe,2012,313.9154929577465,November 09,175.0
Mambwe,2013,335.3521126760563,December 01,145.5774647887324
Mambwe,2014,325.3943661971831,November 21,160.88732394366198
Mambwe,2015,326.0,November 22,154.69014084507043
Mambwe,2016,330.0422535211268,November 26,159.98591549295776
Mambwe,2017,330.23943661971833,November 26,160.0845070422535
Mambwe,2018,331.6056338028169,November 27,165.90140845070422
Mambwe,2019,345.943661971831,December 11,151.67605633802816
Mambwe,2020,337.49295774647885,December 03,158.49295774647888
Mambwe,2021,341.1549295774648,December 07,130.25352112676055
Mansa,2000,308.9021739130435,November 04,188.19565217391303
Mansa,2001,308.3804347826087,November 04,182.08695652173915
Mansa,2002,311.0108695652174,November 07,191.06521739130437
Mansa,2003,327.5217391304348,November 23,169.75
Mansa,2004,304.7391304347826,October 31,198.45652173913044
Mansa,2005,313.42391304347825,November 09,176.54347826086956
Mansa,2006,313.70652173913044,November 09,187.5
Mansa,2007,300.4782608695652,October 27,199.25
Mansa,2008,310.44565217391306,November 06,171.29347826086956
Mansa,2009,306.6847826086956,November 02,199.5217391304348
Mansa,2010,316.0869565217391,November 12,179.3913043478261
Mansa,2011,342.05434782608694,December 08,152.7173913043478
Mansa,2012,313.0,November 09,188.7173913043478
Mansa,2013,298.5652173913044,October 25,197.19565217391303
Mansa,2014,324.60869565217394,November 20,170.8695652173913
Mansa,2015,324.19565217391306,November 20,177.7391304347826
Mansa,2016,322.05434782608694,November 18,177.2608695652174
Mansa,2017,326.7282608695652,November 22,169.5326086956522
Mansa,2018,316.9673913043478,November 12,182.93478260869568
Mansa,2019,344.0,December 10,162.1304347826087
Mansa,2020,328.35869565217394,November 24,183.67391304347825
Mansa,2021,322.9782608695652,November 18,165.42391304347825
Manyinga,2000,308.01075268817203,November 04,189.01075268817203
Manyinga,2001,312.0967741935484,November 08,176.86021505376343
Manyinga,2002,305.3225806451613,November 01,170.53763440860214
Manyinga,2003,295.3440860215054,October 22,198.03225806451613
Manyinga,2004,314.1720430107527,November 10,184.247311827957
Manyinga,2005,310.5376344086022,November 06,178.63440860215053
Manyinga,2006,304.752688172043,October 31,187.247311827957
Manyinga,2007,301.23655913978496,October 28,190.27956989247312
Manyinga,2008,304.9139784946237,October 31,179.96774193548387
Manyinga,2009,306.81720430107526,November 02,197.6021505376344
Manyinga,2010,301.6559139784946,October 28,192.23655913978496
Manyinga,2011,276.9462365591398,October 03,206.63440860215053
Manyinga,2012,303.23655913978496,October 30,182.3010752688172
Manyinga,2013,298.0,October 25,192.3010752688172
Manyinga,2014,323.1935483870968,November 19,164.21505376344086
Manyinga,2015,321.7956989247312,November 17,161.86021505376343
Manyinga,2016,321.4623655913978,November 17,172.49462365591398
Manyinga,2017,322.48387096774195,November 18,168.7741935483871
Manyinga,2018,316.02150537634407,November 12,184.18279569892476
Manyinga,2019,336.35483870967744,December 02,160.67741935483872
Manyinga,2020,301.2795698924731,October 28,205.5268817204301
Manyinga,2021,307.2795698924731,November 03,177.5268817204301
Masaiti,2000,308.29545454545456,November 04,177.3409090909091
Masaiti,2001,307.1818181818182,November 03,178.38636363636363
Masaiti,2002,327.15909090909093,November 23,156.97727272727272
Masaiti,2003,329.52272727272725,November 25,158.75
Masaiti,2004,312.47727272727275,November 08,172.95454545454547
Masaiti,2005,313.45454545454544,November 09,168.8409090909091
Masaiti,2006,321.0,November 17,165.1590909090909
Masaiti,2007,303.34090909090907,October 30,170.88636363636363
Masaiti,2008,316.3181818181818,November 12,163.61363636363637
Masaiti,2009,298.1136363636364,October 25,202.6818181818182
Masaiti,2010,324.84090909090907,November 20,157.70454545454547
Masaiti,2011,347.09090909090907,December 13,136.5909090909091
Masaiti,2012,310.75,November 06,179.70454545454547
Masaiti,2013,303.29545454545456,October 30,186.04545454545453
Masaiti,2014,323.0,November 19,172.47727272727272
Masaiti,2015,323.0,November 19,162.61363636363637
Masaiti,2016,325.6818181818182,November 21,165.27272727272728
Masaiti,2017,328.0,November 24,164.0909090909091
Masaiti,2018,328.95454545454544,November 24,171.0
Masaiti,2019,343.97727272727275,December 09,151.52272727272728
Masaiti,2020,336.15909090909093,December 02,166.5909090909091
Masaiti,2021,322.84090909090907,November 18,159.3409090909091
Mazabuka,2000,312.39130434782606,November 08,167.7173913043478
Mazabuka,2001,321.89130434782606,November 17,157.43478260869566
Mazabuka,2002,347.5217391304348,December 13,103.97826086956522
Mazabuka,2003,331.69565217391306,November 27,155.2391304347826
Mazabuka,2004,328.6304347826087,November 24,153.1086956521739
Mazabuka,2005,332.2391304347826,November 28,109.15217391304348
Mazabuka,2006,322.7173913043478,November 18,151.7173913043478
Mazabuka,2007,314.9347826086956,November 10,151.08695652173913
Mazabuka,2008,322.69565217391306,November 18,152.04347826086956
Mazabuka,2009,314.0652173913044,November 10,157.17391304347825
Mazabuka,2010,327.7608695652174,November 23,147.7391304347826
Mazabuka,2011,342.4347826086956,December 08,113.80434782608695
Mazabuka,2012,313.8260869565217,November 09,164.56521739130434
Mazabuka,2013,314.6304347826087,November 10,151.45652173913044
Mazabuka,2014,320.5434782608696,November 16,149.95652173913044
Mazabuka,2015,323.0,November 19,145.58695652173913
Mazabuka,2016,327.7391304347826,November 23,150.1304347826087
Mazabuka,2017,331.0,November 27,145.2608695652174
Mazabuka,2018,331.7608695652174,November 27,160.19565217391303
Mazabuka,2019,2.9782608695652173,January 02,104.8695652173913
Mazabuka,2020,256.0217391304348,September 13,131.30434782608697
Mazabuka,2021,322.2826086956522,November 18,142.06521739130434
Mbala,2000,308.39473684210526,November 04,191.76315789473685
Mbala,2001,302.8684210526316,October 29,188.73684210526315
Mbala,2002,311.44736842105266,November 07,181.3421052631579
Mbala,2003,339.2894736842105,December 05,160.28947368421052
Mbala,2004,329.55263157894734,November 25,176.21052631578948
Mbala,2005,311.07894736842104,November 07,181.23684210526315
Mbala,2006,312.6842105263158,November 08,226.26315789473685
Mbala,2007,297.55263157894734,October 24,202.05263157894737
Mbala,2008,315.07894736842104,November 11,193.55263157894737
Mbala,2009,311.7105263157895,November 07,185.47368421052636
Mbala,2010,322.89473684210526,November 18,172.78947368421052
Mbala,2011,342.8157894736842,December 08,166.31578947368422
Mbala,2012,323.63157894736844,November 19,194.1578947368421
Mbala,2013,305.1578947368421,November 01,183.97368421052636
Mbala,2014,326.3421052631579,November 22,173.57894736842104
Mbala,2015,324.10526315789474,November 20,185.42105263157896
Mbala,2016,323.44736842105266,November 19,192.60526315789477
Mbala,2017,325.44736842105266,November 21,166.55263157894737
Mbala,2018,317.7105263157895,November 13,184.6315789473684
Mbala,2019,341.2631578947368,December 07,177.47368421052633
Mbala,2020,336.3157894736842,December 02,175.5
Mbala,2021,323.0,November 19,178.6578947368421
Milengi,2000,308.81333333333333,November 04,191.52
Milengi,2001,308.4,November 04,182.88
Milengi,2002,313.25333333333333,November 09,187.82666666666665
Milengi,2003,328.3333333333333,November 24,168.30666666666667
Milengi,2004,310.48,November 06,191.45333333333332
Milengi,2005,318.93333333333334,November 14,170.17333333333335
Milengi,2006,319.06666666666666,November 15,180.53333333333333
Milengi,2007,301.52,October 28,198.04
Milengi,2008,315.81333333333333,November 11,166.02666666666667
Milengi,2009,301.16,October 28,205.44
Milengi,2010,316.97333333333336,November 12,179.14666666666668
Milengi,2011,344.68,December 10,149.6266666666667
Milengi,2012,312.92,November 08,188.45333333333332
Milengi,2013,301.8933333333333,October 28,194.48
Milengi,2014,324.58666666666664,November 20,173.50666666666666
Milengi,2015,323.6,November 19,178.94666666666666
Milengi,2016,323.2,November 19,175.86666666666667
Milengi,2017,327.97333333333336,November 23,171.50666666666666
Milengi,2018,325.37333333333333,November 21,176.92
Milengi,2019,344.0,December 10,163.25333333333333
Milengi,2020,336.5733333333333,December 02,176.94666666666666
Milengi,2021,323.0,November 19,165.3733333333333
Mitete,2000,315.9868421052632,November 11,174.96052631578948
Mitete,2001,298.8684210526316,October 25,189.97368421052636
Mitete,2002,308.60526315789474,November 04,183.3421052631579
Mitete,2003,311.30263157894734,November 07,183.77631578947367
Mitete,2004,307.0921052631579,November 03,184.6578947368421
Mitete,2005,313.14473684210526,November 09,175.35526315789474
Mitete,2006,306.94736842105266,November 02,179.93421052631578
Mitete,2007,301.9736842105263,October 28,185.1447368421053
Mitete,2008,310.7236842105263,November 06,168.46052631578948
Mitete,2009,310.0,November 06,188.1315789473684
Mitete,2010,311.25,November 07,188.8815789473684
Mitete,2011,310.9342105263158,November 06,156.1578947368421
Mitete,2012,308.1184210526316,November 04,169.76315789473685
Mitete,2013,298.0,October 25,178.8421052631579
Mitete,2014,306.92105263157896,November 02,180.77631578947367
Mitete,2015,319.0263157894737,November 15,152.32894736842104
Mitete,2016,322.2894736842105,November 18,165.69736842105263
Mitete,2017,327.44736842105266,November 23,156.8815789473684
Mitete,2018,317.42105263157896,November 13,177.73684210526315
Mitete,2019,304.75,October 31,178.77631578947367
Mitete,2020,306.5657894736842,November 02,189.57894736842104
Mitete,2021,317.55263157894734,November 13,164.85526315789474
Mkushi,2000,309.16,November 05,175.61
Mkushi,2001,326.02,November 22,161.33
Mkushi,2002,341.77,December 07,143.34
Mkushi,2003,333.99,November 29,156.71
Mkushi,2004,319.55,November 15,171.15
Mkushi,2005,334.67,November 30,133.02
Mkushi,2006,321.24,November 17,164.72
Mkushi,2007,306.19,November 02,163.65
Mkushi,2008,318.85,November 14,163.28
Mkushi,2009,313.73,November 09,171.62
Mkushi,2010,327.0,November 23,154.33
Mkushi,2011,350.0,December 16,127.63
